Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Tipo acabado de piso cerámica,Vigilancia 24hrs,Tipo de piso en alcobas laminado,Tipo de cocina paralela,Equipado / amoblado,Tipo de piso en estudio laminado,Ubicado en edificio,Chimenea,Terraza/Balcón terraza,Cocina integral,Esquinero,Cerca colegios / universidades,Cerca supermercados,Características del parqueadero cubierto,Tipo de piso en comedor laminado,Portería,Número de líneas teléfonicas 0,Tipo de estufa gas,Citófonos,Terraza/Balcón balcón,Piso en baldosa,Tipo acabado de piso laminado,Closets 4,Zonas verdes,Vigilancia,Tipo de casa condominio,Número de local 0,Parqueadero visitantes,Tipo de piso en estudio cerámica,Con terraza,Patio,Hall de alcobas,Estudio o biblioteca,Apto para niños,Piscina,Cuarto de servicio,Jacuzzi,Piso 2,Cocina tipo americano,Lote vacio,Sobre vía principal,Jardín,Piso 4,Piso 5,Instalación de gas natural,Deposito 0,Zona para niños,Zona de lavandería,Vigilancia 0,Tipo de parqueadero propio,Tipo de cocina lineal,Comedor auxiliar,Cerca parques,Calefacción,Gimnasio,Tipo de piso en sala cerámica,Tipo de piso en comedor cerámica,Tipo de casa tradicional,Tipo de cortinas persianas,Tipo de cocina abierta,Deposito 1,Salón comunal,Piso 1,Zona campestre,Tipo de comedor comedor independiente,Número de Ascensores 0,Circuito cerrado de TV,Zona residencial,Alarma,Zona comercial,Acceso para discapacitados,Zona de BBQ,Baño auxiliar,Tipo de lote lote vacío,Piso en porcelanato,Sauna / turco,Baños de servicio,Piso en madera,Calentador gas,Tipo de local en centro comercial,Vista panorámica,Conjunto cerrado,Cerca transporte público,Sobre vía secundaria,Tipo de piso en sala laminado,Ascensor,Depósito o cuarto útil,Cerca centros comerciales,Piso 0,Parqueadero cubierto,Tipo de comedor sala comedor,Número de Ascensores 1,Piso 3,Vista exterior,date,city
"Apartamento en Venta, Barrio Maldonado",847-M4484066,Barrio Maldonado,5.541316,-73.358413,apartamento,$460.000.000,Entre 10 y 20 años,152.81 m²,152.81 m²,$299.90 ,"Te presentamos en la cercana ciudad de Tunja Boyacá, este espectacular apartamento con amplio espacio para disfrutar con tu familia, iluminado acogedor y con hermosos acabados y muebles en madera de cedro, estratégicamente situado en la capital Boyacense.

La zona privada tiene cuatro habitaciones cada una con su baño y un amplio y claro estudio con terraza. Su zona social cuenta con sala comedor con terraza y cocina integral, así como su espacio de ropas con hermosos acabados en madera y vidrio templado. Posee dos depósitos y dos parqueaderos para tu comodidad.

Tu hogar en la capital Boyacense, cerca de vías principales y equidistante a cualquier punto de la ciudad..

¡Agenda tu visita haciendo click en el botón!
Para más información, ingresa a www.pads.com.co con el código 9541",4,4,4,"['Cocina integral', 'Estudio o biblioteca', 'Equipado / amoblado', 'Zona de lavandería', 'Piso 2', 'Calentador gas', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Vista interior', 'Parqueadero visitantes', 'Conjunto cerrado', 'Terraza/Balcón balcón', 'Salón comunal']","['Cocina integral', 'Estudio o biblioteca', 'Equipado / amoblado', 'Zona de lavandería', 'Piso 2', 'Calentador gas', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Vista interior', 'Parqueadero visitantes', 'Conjunto cerrado', 'Terraza/Balcón balcón', 'Salón comunal']",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, MALDONADO",11295-M4174537,MALDONADO,5.541316,-73.358413,apartamento,$250.000.000,Entre 10 y 20 años,81 m²,81 m²,$80.00 ,"Se vende apartamento central cerca a la glorieta norte y a las Nieves de 3 habitaciones con closet, 2 baños, uno en la habitación principal y otro social, sala comedor amplia excelente iluminación con parqueadero.
",3,3,2,"['Zona de lavandería', 'Piso 1']","['Zona de lavandería', 'Piso 1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, Centro historico",3072-M3395906,centro historico,5.532949,-73.360721,apartamento,$1.200.000.000,Más de 20 años,466 m²,466 m²,3," venta casa, centro historico de tunja, para vivienda o empresa, 466 mts2, La casa tiene una oficina con baño privado independiente, cuenta con sala comedor amplia,  un baño para el área social ,patio de jardín externo,  la cocina y comedor auxiliar,  despensa, alcoba de servicio y baño, patio independiente para lavado de ropa cubierto, en el segundo piso 4 alcobas con dos baños uno privado para la alcoba principal, también cuenta con área de terraza cubierta con marquesina, tiene cuarto de estudio amplio, Tiene tres garajes uno cubierto,La casa tiene dos plantas que puede ser ampliada para un tercer piso. mayor informacion llamar a elizabeth cely a el 316 dos setenta y nueve 77 cuarenta y uno.",3,4,4,"['Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 1', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Area lote 300 m²']","['Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 1', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Area lote 300 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10/3/2023,tunja
"Casa en Venta, CC BULEVAR TUNJA",11295-M4264695,CC BULEVAR TUNJA,5.547044,-73.349235,apartamento,$475.000.000,Entre 10 y 20 años,202 m²,202 m²,2,"¡Vive en una casa exclusiva en Tunja! Esta propiedad está ubicada cerca del Estadio de la Independencia, Centro Comercial Bulevar y CC Unicentro. Cuenta con 4 amplias habitaciones con closet, sala y comedor independiente, cocina integral, un espacioso patio y parqueadero para 3 carros. Esta es una gran oportunidad para vivir o invertir a un excelente precio. ¡No la dejes pasar!",4,4,3,"['Parqueadero cubierto', 'Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']","['Parqueadero cubierto', 'Zona de lavandería', 'Tipo de casa tradicional', 'Vista exterior']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10/3/2023,tunja
"Casa en Venta, Portal de hunzahuba",12373-M4292137,Portal de hunzahuba,5.534707,-73.361693,apartamento,$450.000.000,Entre 5 y 10 años,230 m²,220 m²,2,"HERMOSA CASA EN LA URBANIZACION PORTAL DE HUNZAHUBA 

¿ ¡Vive tu Sueño Familiar en esta Hermosa Casa en Portal de Hunzahuba! ¿¿

¿¿ Imagina despertar cada mañana en un lugar rodeado de tranquilidad, en el nuevo sector de desarrollo sobre la Avenida Norte. ¿¿ Disfruta de un vecindario acogedor y la calma que tanto buscas, mientras te mantienes conectado con la ciudad a través de excelentes vías de transporte. ¿¿

¿¿ Con 6 amplias habitaciones, esta casa es el lugar perfecto para que cada miembro de la familia tenga su propio espacio personalizado. ¿¿ Además, si necesitas más espacio, ¡puedes convertir un área adicional en otra habitación! ¿¿¿¿¿

¿ Los 3 pisos de esta propiedad ofrecen una distribución inteligente, que te permitirá disfrutar de momentos inolvidables en familia. El primer piso, con su sala de doble altura, te brindará una sensación de amplitud única, mientras compartes deliciosas comidas en el comedor. 

Contactanos para conocerla ",4,5,4,"['Apto para niños', 'Chimenea', 'Tipo de cortinas persianas', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Equipado / amoblado', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 4', 'Número de líneas teléfonicas 0', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina en u', 'Tipo de comedor comedor independiente', 'Deposito 2', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso porcelanato', 'Tipo de piso en alcobas porcelanato', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio cerámica', 'Tipo de piso en sala porcelanato', 'Vista exterior', 'Area lote 90 m²', 'Area Terraza/Balcón 2 m²', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Vista panorámica', 'Esquinero', 'Terraza/Balcón terraza', 'Vigilancia 0', 'Gimnasio', 'Zona para niños', 'Zonas verdes', 'Cerca parques', 'Cerca supermercados', 'Sobre vía secundaria']","['Apto para niños', 'Chimenea', 'Tipo de cortinas persianas', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Hall de alcobas', 'Equipado / amoblado', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 4', 'Número de líneas teléfonicas 0', 'Calentador gas', 'Tipo de casa tradicional', 'Tipo de cocina en u', 'Tipo de comedor comedor independiente', 'Deposito 2', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso porcelanato', 'Tipo de piso en alcobas porcelanato', 'Tipo de piso en comedor cerámica', 'Tipo de piso en estudio cerámica', 'Tipo de piso en sala porcelanato', 'Vista exterior', 'Area lote 90 m²', 'Area Terraza/Balcón 2 m²', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Vista panorámica', 'Esquinero', 'Terraza/Balcón terraza', 'Vigilancia 0', 'Gimnasio', 'Zona para niños', 'Zonas verdes', 'Cerca parques', 'Cerca supermercados', 'Sobre vía secundaria']",0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,10/3/2023,tunja
"Bodega en Venta, Popular",3072-M4082707,popular,,,local,$1.300.000.000,Entre 0 y 5 años,650 m²,650 m²,,"Venta casa con bodega  y con local comercial,  cerca a el centro historico, para empresa , tiene 2 años de construido, area de 650 mts2, consta de bodega de  con mesa-nin dos Baños  y cafetería, Local súper grande,tiene 4 Baños  y 4 oficinas amplias,  sala  se juntas y sala de espera  y zona de parqueadero. ideal para  empresas grandes o de almacenamiento. mayor informacion llamara a elizabeth cely 316 dos setenta y nueve 77 cuartenta y uno.",3,,,"['Oficinas', 'Número de bodega 1', 'Tipo de bodega almacenamiento']","['Oficinas', 'Número de bodega 1', 'Tipo de bodega almacenamiento']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Consultorio en Venta, SANTA INES   TUNJA   BOYACA",MC4499008,SANTA INES   TUNJA   BOYACA,,,local,$240.000.000,Entre 5 y 10 años,40.75 m²,40 m²,$200.00 ,"Excelente oportunidad! Oficina y/o Consultorio médico ubicado en Edificio Entrerprise Towers. Es una edificio de uso mixto, cuenta con ascensores, vigialcia.  frente al Centro Comercial Unicentro.  Muy buenas vías de acceso. Valor 240 millones. Negociablw",4,,1,"['Citófonos', 'Piso en baldosa', 'Vigilancia', 'Piso 5', 'Ascensor', 'Baños públicos', 'Parqueadero visitantes', 'Portería', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona comercial']","['Citófonos', 'Piso en baldosa', 'Vigilancia', 'Piso 5', 'Ascensor', 'Baños públicos', 'Parqueadero visitantes', 'Portería', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona comercial']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Estadio la independencia",3072-M4127354,estadio la independencia,5.540903,-73.353701,apartamento,$275.000.000,Entre 0 y 5 años,79 m²,79 m²,$180.00 ,"venta hermoso apartamento  tunja 79 mts2, zona der alta valoracion de la ciudad, estadio de la independencia, edificio moderno, cuenta con sala comedor, cocina integral abierta, zona de lavanderia, baño social,  3 habitaciones, ppa con baño privado, parqueadero privado,  mayor informacion llamar a elizabeth cely 316 dos setenta y nueve 77 cuarenta y uno ",4,3,2,"['Estudio o biblioteca', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 5', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Vista panorámica', 'Conjunto cerrado', 'Vigilancia 24hrs', 'Sobre vía principal', 'Sobre vía secundaria']","['Estudio o biblioteca', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Piso 5', 'Calentador gas', 'Tipo de cocina abierta', 'Tipo de comedor sala comedor', 'Deposito 0', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Vista exterior', 'Vista panorámica', 'Conjunto cerrado', 'Vigilancia 24hrs', 'Sobre vía principal', 'Sobre vía secundaria']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,10/3/2023,tunja
"Apartamento en Venta, Tunja",10159-M4536903,Tunja,na,na,apartamento,$270.000.000,Entre 10 y 20 años,83.41 m²,80 m²,1,"Código 6892FR003 Venta de hermoso apartamento a pocas cuadras de la Universidad Pedagógica y Tecnológica de Colombia, del Colegio Normal Femenina LAP, del centro comercial Olímpica, ubicado en un segundo piso con un área de ochenta y tres punto cuarenta y un metros cuadrados, consta de tres habitaciones, la principal con baño privado, dos baños sociales, Sala con chimenea y balcón, comedor, Cocina integral con gas natural y calentador, zona de lavandería, pisos en madera laminada y parqueadero.

Se entrega encortinado y lo mejor de todo el precio es negociable, ¡qué esperas!!!!  si requieres más información contáctanos...
",4,3,3,"['Baño auxiliar', 'Calefacción', 'Chimenea', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Zona de lavandería', 'Piso 2', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Vista panorámica', 'Terraza/Balcón balcón', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Chimenea', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Zona de lavandería', 'Piso 2', 'Tipo acabado de piso cerámica', 'Baños de servicio', 'Vista panorámica', 'Terraza/Balcón balcón', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, La Calleja",11074-M4440587,La Calleja,na,na,lote,$1.200.000.000,Entre 0 y 5 años,0 m²,0 m²,,"Ofrecemos magnifico predio ubicado en Tunja en el barrio la Calleja, esquinero con multiples usos  vivienda, comercial e industrial, vías de acceso carrera catorce y la diagonal treinta y ocho, por su magnífica ubicación cumple con los estándares de las empresas de hoy, Consúltenos y aproveche esta gran oportunidad.",3,,,"['Lote vacio', 'Tipo de lote lote vacío', 'Esquinero', 'Zonas verdes', 'Cerca transporte público']","['Lote vacio', 'Tipo de lote lote vacío', 'Esquinero', 'Zonas verdes', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
Lote o Casalote en Venta,11295-M2619508,,0,0,lote,$1.690.912.000,Entre 0 y 5 años,1524 m²,1524 m²,,El inmueble con extension superficiaria de 1.524 m2 es apto para el desarrollo de vivienda de tipo multifamiliar de hasta 4 pisos de altura. El inmueble cuenta con la disponibilidad de servicios publicos domiciliarios y se encuentra en barrio consolidado con vias de acceso en buenas condiciones,,,,"['Tipo de lote lote en construcción', 'Area lote 1524 m²']","['Tipo de lote lote en construcción', 'Area lote 1524 m²']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Tunja",10159-M3927313,Tunja,na,na,apartamento,$155.000.000,Más de 20 años,44 m²,40 m²,$47.00 ,"Código 6060FR427 Excelente oportunidad de adquirir apartamento a unos minutos de la UPTC, cerca de Colegios y parques de la ciudad de Tunja, con fácil acceso de transporte público; consta de dos alcobas, una con closet, baño, cocina integral, sala-comedor y zona de lavandería.

Quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",3,2,1,"['Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 1', 'Tipo acabado de piso cerámica', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']","['Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 1', 'Tipo acabado de piso cerámica', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona residencial']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, Fuente Higueras",10278-M4147918,Fuente Higueras,,,lote,$9.250.000.000,Más de 20 años,9250 m²,9250 m²,,"Excelente ubicación en la mejor zona de Tunja, lote perfecto para un gran proyecto inmobiliario. uso de suelos residencial hasta 25 pisos. acceso a servicios públicos y sobre una de las vías mas importantes de Tunja. cerca a universidades, clínicas, centros comerciales, terminal de transportes. 
",4,,,"['Area lote 9250 m²', 'Cerca colegios / universidades', 'Cerca transporte público']","['Area lote 9250 m²', 'Cerca colegios / universidades', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Zona Centro",10159-M4581216,Zona Centro,5.532949,-73.360721,apartamento,$112.000.000,Más de 20 años,37 m²,39 m²,$98.00 ,"Codigo 696FR4856 VENTA APARTA ESTUDIO UBICADO EN EL CENTRO DE TUNJA Bonito y amplio aparta estudio ubicado en el centro de Tunja, sector el Bosque de la República, cerca de todo el comercio, entidades oficiales y bancarias, universidades y colegios, todo muy cerca. Para vivir o rentar con un buen retorno de la inversión. No se pierda esta oportunidad.
",3,1,1,"['Citófonos', 'Cocina tipo americano', 'Vigilancia', 'Zona de lavandería', 'Piso 4', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Citófonos', 'Cocina tipo americano', 'Vigilancia', 'Zona de lavandería', 'Piso 4', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/3/2023,tunja
"Lote o Casalote en Venta, Vereda san onofre",3072-M4127293,vereda san onofre,na,na,lote,$340.000.000,Entre 0 y 5 años,0 m²,2000 m²,,"venta de lote de 2000 metros 2 , de frente 40 mtrs 2 fondo 50 mtrs2, a la salida de tunja por el norte, terreno plano,  vereda san Onofre , súper bien ubicado cerca a centros comerciales y  colegios . zona de alta valoración inmobiliaria ",2,,,"['Ancho 40 m', 'Fondo 50 m', 'Tipo de lote lote vacío', 'Area lote 2000 m²', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']","['Ancho 40 m', 'Fondo 50 m', 'Tipo de lote lote vacío', 'Area lote 2000 m²', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10/3/2023,tunja
"Casa en Venta, LOS HONGOS",11295-M4137361,LOS HONGOS,5.516307,-73.369066,apartamento,$200.000.000,Entre 10 y 20 años,120 m²,120 m²,1,"Casa  esquinera excelente iluminación  está ubicada en la parte sur oriente  cerca a la zona comercial de Cooservicios y acceso a Transporte, colegios y zonas recreativas.  La casa consta en el primer piso de sala comedor, cocina, patio de ropas, una habitación, garaje y un baño social. En el segundo piso, 3 habitaciones, un baño y estudio.",3,4,3,"['Parqueadero cubierto', 'Zona de lavandería', 'Tipo de casa tradicional', 'Tipo de parqueadero propio', 'Conjunto cerrado']","['Parqueadero cubierto', 'Zona de lavandería', 'Tipo de casa tradicional', 'Tipo de parqueadero propio', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10/3/2023,tunja
"Apartamento en Venta, Santa Isabel",MC4566266,Santa Isabel,na,na,apartamento,$375.000.000,Entre 5 y 10 años,94 m²,84 m²,$280.00 ,"Hermoso apartamento,  Conjunto Terrazas Club House, 94 Mts are total (área construida 84 mas balcon)  Piso septimo , esquinero vista al parque y al estadio, tres habitaciones sala comedor, terraza, Cocina  zona ropas,  dos  baños, dos parqueaderos cubiertos Zonas comunes: Salón comunal Piscina, Gym Zonas húmedas , líneas de bolos Parque infantil, terrazas BBQ  vista completa alrededor, excelente estado, ,  muy cerca a CC Unicentero y Bulevar, excelente vias de acceso unicos dueños venta directa",5,3,2,"['Características del parqueadero cubierto', 'Citófonos', 'Piso en madera', 'Piso en porcelanato', 'Vigilancia', 'Zona de lavandería', 'Piso 7', 'Tipo de parqueadero propio', 'Ascensor', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Piscina', 'Con terraza', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']","['Características del parqueadero cubierto', 'Citófonos', 'Piso en madera', 'Piso en porcelanato', 'Vigilancia', 'Zona de lavandería', 'Piso 7', 'Tipo de parqueadero propio', 'Ascensor', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Piscina', 'Con terraza', 'Conjunto cerrado', 'Portería', 'Salón comunal', 'Zona para niños', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona residencial']",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,10/3/2023,tunja
