Name,ID,Barrio,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Portería,Zona comercial,Patio,Ascensor,Tipo de cortinas ninguna,Cerca centros comerciales,Chimenea,Parqueadero visitantes,Vigilancia,Piso 2,Tipo de parqueadero independiente,Cocina tipo americano,Ubicado en edificio,Cerca parques,Tipo de estufa gas,Cuarto de servicio,Sobre vía secundaria,Calefacción,Piso en baldosa,Cerca colegios / universidades,Tipo de comedor sala comedor,Vigilancia 24hrs,Tipo de lote lote vacío,Comedor auxiliar,Apto para niños,Zonas verdes,Cerca supermercados,Zona residencial,Piso 3,Sobre vía principal,Calentador gas,Número de Ascensores 1,Baño auxiliar,Zona de lavandería,Tipo de parqueadero propio,Baños de servicio,Piso 1,Zona campestre,Vigilancia 0,Salón comunal,Vista panorámica,Características del parqueadero cubierto,Hall de alcobas,Parqueadero cubierto,Cocina integral,Tipo de casa tradicional,Estudio o biblioteca,Citófonos,Vista exterior,Zona de BBQ,Lote vacio,Cerca transporte público,Acceso para discapacitados,Instalación de gas natural,Jardín,Deposito 1,Zona para niños,Circuito cerrado de TV,Conjunto cerrado,Tipo de cocina lineal,Terraza/Balcón balcón,date,city
"Casa en Venta, Centro",11964-M4320819,Centro,$340.000.000,Entre 0 y 5 años,158 m²,158 m²,1,"Esta increíble casa ubicada en Duitama, Boyacá te brinda una oportunidad única y exclusiva de adquirir una propiedad con mucho espacio para disfrutar. Construida con un área de terreno de 72 m2 y un área construida de 158 m2, ofrece un amplio espacio para desarrollar lo que desees. Esta hermosa propiedad de tres plantas se compone de 4 alcobas, 4 baños, una moderna cocina integral con barra, además de una sala grande que integra la sala y el comedor, disfrutando de una vista panorámica. Esta casa es adosada, pero con la privacidad de sus vecinos. No sólo eso, sino que también cuenta con excelentes acabados como armarios empotrados, balcón, baño auxiliar, baño en habitación principal, estudio, calentador, clósets, cocina tipo americano y zona de lavandería. Exteriormente ofrece acceso pavimentado, garaje, parques cercanos, sobre vía principal, terraza, transporte público cercano y zona residencial. Esta propiedad única y para estrenar",4,4,4,"['Apto para niños', 'Baño auxiliar', 'Calefacción', 'Cocina tipo americano', 'Cocina integral', 'Comedor auxiliar', 'Tipo de cortinas ninguna', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 3', 'Número de líneas teléfonicas 0', 'Se permite fumar', 'Calentador gas', 'Tipo de casa condominio', 'Tipo de cocina en u', 'Tipo de comedor sala comedor', 'Deposito 1', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor laminado', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala laminado', 'Vista exterior', 'Area lote 72 m²', 'Area Terraza/Balcón 15 m²', 'Acceso para discapacitados', 'Baños de servicio', 'Vista panorámica', 'Número de Ascensores 0', 'Terraza/Balcón balcón', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria', 'Zona residencial']","['Apto para niños', 'Baño auxiliar', 'Calefacción', 'Cocina tipo americano', 'Cocina integral', 'Comedor auxiliar', 'Tipo de cortinas ninguna', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 3', 'Número de líneas teléfonicas 0', 'Se permite fumar', 'Calentador gas', 'Tipo de casa condominio', 'Tipo de cocina en u', 'Tipo de comedor sala comedor', 'Deposito 1', 'Tipo de estufa gas', 'Tipo de parqueadero propio', 'Tipo acabado de piso cerámica', 'Tipo de piso en alcobas laminado', 'Tipo de piso en comedor laminado', 'Tipo de piso en estudio laminado', 'Tipo de piso en sala laminado', 'Vista exterior', 'Area lote 72 m²', 'Area Terraza/Balcón 15 m²', 'Acceso para discapacitados', 'Baños de servicio', 'Vista panorámica', 'Número de Ascensores 0', 'Terraza/Balcón balcón', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria', 'Zona residencial']",0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2023-11-22,duitama
"Lote o Casalote en Venta, La parroquia",MC4662892,la parroquia,$80.000.000,2373 m²,2373 m²,,,"Lote Rural en Duitama Boyacá Vereda La Parroquia para construir vivienda rural o agricultura ya que es tierra virgen y esta rodeado de fuentes hídricas , gran oportunidad de inversión a un precio muy bajo con excelente ubicación y entrada de carro hasta el lote, solicite información y envio de video del lote al Whatsapp Tres diez, Tres cincuenta y cuatro, Treinta y dos, Treinta y cinco.",3,,,"['Fondo 12 m', 'Lote vacio', 'Piso 1', 'Cerca transporte público']","['Fondo 12 m', 'Lote vacio', 'Piso 1', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
Apartamento en Venta,10662-M4641330,,$130.000,Entre 0 y 5 años,55 m²,55 m²,,"3 acogedoras habitaciones, cada una con su propio closet, brindándote espacio para organizar. Además, cuenta con 2 baños para mayor comodidad. La sala comedor es un espacio idealmente amplio para compartir con la familia y recibir a tus invitados. La cocina semiintegral está equipad, cuenta con una zona de lavado. La ubicación de este apartamento es estratégica, cercana a importantes vías como la Avenida Circunvalar y la Avenida 4.  312
366
10
25",3,3,2,"['Apto para niños', 'Comedor auxiliar', 'Cuarto de servicio', 'Hall de alcobas', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 2', 'Piso 5', 'Calentador gas', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Tipo de estufa electrica', 'Vista exterior', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 0', 'Terraza/Balcón ninguno', 'Vigilancia 24hrs', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Sobre vía secundaria']","['Apto para niños', 'Comedor auxiliar', 'Cuarto de servicio', 'Hall de alcobas', 'Zona de lavandería', 'Instalación de gas natural', 'Closets 2', 'Piso 5', 'Calentador gas', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Tipo de estufa electrica', 'Vista exterior', 'Vista panorámica', 'Conjunto cerrado', 'Número de Ascensores 0', 'Terraza/Balcón ninguno', 'Vigilancia 24hrs', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Sobre vía secundaria']",0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2023-11-22,duitama
"Lote o Casalote en Venta, Santa ana",MC4643710,santa ana,$500.000.000,100000 m²,100000 m²,,,finca sobre la vía pavimentada que conduce de Duitama a Charalá diez Ha con terraplen para futura estación de servicio 318 siete siete cinco tres nueve seis cuatro,1,,,['Piso 1'],['Piso 1'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Apartamento en Venta, Libertador",MC4671823,Libertador,$80.000.000,Entre 10 y 20 años,72 m²,72 m²,,"Apartamento independiente con todos los servicios (agua, luz, gas). Espacio para moto (si cuenta con una). Cocina integral y armarios en ambas habitaciones.",2,2,1,"['Cocina integral', 'Zona de lavandería', 'Piso 1', 'Cerca colegios / universidades', 'Cerca transporte público']","['Cocina integral', 'Zona de lavandería', 'Piso 1', 'Cerca colegios / universidades', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Casa en Venta, Solano",10278-311065182,Solano,$735.000.000,Más de 20 años,234 m²,210 m²,1,"Casa esquinera en el barrio Solano de Duitama. Predio de tres niveles, con 5 habitaciones, 2 baños, baño social, habitación y baño de servicio, sala con chimenea, comedor, cocina, patio de ropas, estudio, garaje y antejardín. Esta casa se encuentra ubicada en un importante y dinámico sector de la cuidad, frente al parque Solano y en la zona de influencia de los Centros Comerciales Innovo y Solano.",4,5,2,"['Baño auxiliar', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Instalación de gas natural', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Tipo de parqueadero independiente', 'Tipo acabado de piso otro', 'Tipo de piso en alcobas otro', 'Tipo de piso en comedor otro', 'Tipo de piso en estudio otro', 'Tipo de piso en sala otro', 'Baños de servicio', 'Jardín', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público']","['Baño auxiliar', 'Cuarto de servicio', 'Estudio o biblioteca', 'Parqueadero cubierto', 'Instalación de gas natural', 'Tipo de cocina lineal', 'Tipo de comedor sala comedor', 'Tipo de parqueadero independiente', 'Tipo acabado de piso otro', 'Tipo de piso en alcobas otro', 'Tipo de piso en comedor otro', 'Tipo de piso en estudio otro', 'Tipo de piso en sala otro', 'Baños de servicio', 'Jardín', 'Vigilancia 0', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público']",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2023-11-22,duitama
"Lote o Casalote en Venta, Sevilla",10159-M4668732,Sevilla,$1.000.000.000,Entre 0 y 5 años,330 m²,330 m²,,"Codigo 7080FR907 Espectacular lote ubicado en el centro de la ciudad de Duitama. Cuenta con un área de 330m2 con dos vías de acceso, una petaonal y otra vehicular. Cerca a zonas comercial y residencial. Extensión apropiada para proyectos de vivienda, comerciales o propiedad horizontal. 
",3,,,"['Area lote 330 m²', 'Cerca transporte público']","['Area lote 330 m²', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Casa en Venta, EL PROGRESO",11295-M3798074,EL PROGRESO,$280.000.000,Entre 5 y 10 años,307 m²,307 m²,,"Casa de 4 plantas unifamiliar en obra gris con materiales de primera calidad con 6 habitaciones 3 baños, sala comedor, cocina, plancha con una excelente vista a la ciudad, el sector es residencial cerca  a zona comercial fácil transporte publico los principales colegios y a conjuntos residenciales",2,5,3,"['Zona de lavandería', 'Tipo de casa tradicional']","['Zona de lavandería', 'Tipo de casa tradicional']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Apartamento en Venta, Ganga en Duitama 130M Sanfransisco",MC4670554,Ganga en Duitama 130M Sanfransisco,$130.000.000,Entre 0 y 5 años,55 m²,55 m²,,"ECONÓMICO BIEN  TRANQUILO. 3 ALCOBAS CON CLOSET, 2 BAÑOS, SALA COMEDOR, COCINA SEMI INTEGRAL, ZONA DE LAVADO. NO TIENE ASCENSOR. NO TIENE PARQUEADERO.",3,3,2,"['Baño auxiliar', 'Citófonos', 'Cocina integral', 'Piso en porcelanato', 'Vigilancia', 'Zona de lavandería', 'Piso 5', 'Portería', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona campestre', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Citófonos', 'Cocina integral', 'Piso en porcelanato', 'Vigilancia', 'Zona de lavandería', 'Piso 5', 'Portería', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona campestre', 'Zona comercial', 'Zona residencial']",1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Casa en Venta, Pueblito Boyacense",MC4114558,Pueblito Boyacense,$900.000.000,Remodelado,150 m²,150 m²,$125.000,"Ubicada en el Pueblito Boyacense declarado Patrimonio Cultural y Turístico. Remodelada y con mobiliario nuevo. En la primera planta consta de dos locales comerciales para negocio, cada uno con baño y uno de los locales con cocina. En la segunda planta consta de un apartamento para diez personas, con área social, cocina, sala, comedor  y tres habitaciones con baño totalmente independientes. Se puede utilizar como hospedaje.",3,3,5,"['Características del parqueadero descubierto', 'Cocina tipo americano', 'Equipado / amoblado', 'Piso en baldosa', 'Vigilancia', 'Piso 2', 'Tipo de parqueadero propio', 'Jardín', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona campestre', 'Zona comercial', 'Zona residencial']","['Características del parqueadero descubierto', 'Cocina tipo americano', 'Equipado / amoblado', 'Piso en baldosa', 'Vigilancia', 'Piso 2', 'Tipo de parqueadero propio', 'Jardín', 'Parqueadero visitantes', 'Conjunto cerrado', 'Portería', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Zona campestre', 'Zona comercial', 'Zona residencial']",1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2023-11-22,duitama
"Casa en Venta, La Esperanza",MC4652794,La Esperanza,$270.000.000,Entre 0 y 5 años,200 m²,200 m²,2,¿GANGA SE VENDE INCREÍBLE CASA TOTALMENTE TERMINANDA¿  ¿Más económica que nunca ¿ ¿Área de 200 mtr2 construidos ¿Se recibe crédito hipotecario y Subsidio caja honor ¿ PRIMER NIVEL ¿ Doble parqueadero ¿¿Sala comedor ¿Cocina integral con horno en L ¿Baño social  ¿ SEGÚN NÍVEL ¿ Dos habitaciones sociales amplias  ¿ Habitacion principal con baño privado ¿Baño social ¿ Estudio  ¿ Tercer Nivel  ¿ Zona BBQ ¿Zona de lavado ¿ Terrazas amplia cubierta con balcón,2,3,3,"['Características del parqueadero cubierto', 'Cocina integral', 'Estudio o biblioteca', 'Piso en baldosa', 'Zona de lavandería', 'Piso 3', 'Patio', 'Tipo de parqueadero propio', 'Cancha(s) de fútbol', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Características del parqueadero cubierto', 'Cocina integral', 'Estudio o biblioteca', 'Piso en baldosa', 'Zona de lavandería', 'Piso 3', 'Patio', 'Tipo de parqueadero propio', 'Cancha(s) de fútbol', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Bodega en Venta, La Milagrosa",10151-M4629380,La Milagrosa,$107.000.000,Entre 10 y 20 años,89.96 m²,89.96 m²,,"815-3745 D.C COLOMBIA S.A.S. Vende bodega con un area de 89.96 Mt2. Se encuentra en zona residencial y comercial, tiene una variedad de desarrollo y cuenta con vias principales y transporte publico. CORRESPONDE A UNA PARTICIPACIN DE 8,63 POR CIENTO.",2,,,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Apartamento en Venta, Centro",MC4141273,centro,$140.000.000,Más de 20 años,105 m²,105 m²,,"consta de un apartamento grande con 3 habitaciones con closets, 2 baños, sala comedor  cocina  y un apartaestudio con 1 baño  ",3,4,3,"['Baño auxiliar', 'Cocina integral', 'Piso en alfombra', 'Piso en baldosa', 'Piso 3', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona comercial']","['Baño auxiliar', 'Cocina integral', 'Piso en alfombra', 'Piso en baldosa', 'Piso 3', 'Cerca centros comerciales', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Ubicado en edificio', 'Zona comercial']",0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Lote o Casalote en Venta, Las lajas",MC4671484,Las lajas,$380.000.000,120 m²,240 m²,,,"Oportunidad única en Las Lajas, Duitama. Venta de casa con 240m² de terreno. Perfecto para inversores, ¡potencial para un edificio! cuatro Habitaciones/cuatro Baños, parqueadero múltiple y opción para local comercial. Descubre el futuro que puedes construir aquí. Contáctanos para más detalles.",3,,,"['Con vivienda', 'Fondo 24 m', 'Piso 2', 'Cerca transporte público']","['Con vivienda', 'Fondo 24 m', 'Piso 2', 'Cerca transporte público']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Casa en Venta, El cortijo",MC4671077,El cortijo,$245.000.000,Más de 20 años,115 m²,110 m²,1,"Descubre tu próximo hogar en El Cortijo, Duitama. Esta espaciosa casa de 115 metros cuadrados ofrece un estilo de vida cómodo y conveniente. Con 4 habitaciones, 2 baños, un parqueadero y un cuarto de servicio. Ubicada en una tranquila zona residencial, estarás cerca de colegios, universidades, supermercados y a pocos minutos del encanto del Pueblito Boyacense. ¡Haz tu sueño realidad! Contáctanos para conocer más detalles y programar una visita. ¿¿",3,4,2,"['Baño auxiliar', 'Características del parqueadero cubierto', 'Cocina integral', 'Piso en baldosa', 'Zona de lavandería', 'Piso 1', 'Patio', 'Tipo de parqueadero propio', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']","['Baño auxiliar', 'Características del parqueadero cubierto', 'Cocina integral', 'Piso en baldosa', 'Zona de lavandería', 'Piso 1', 'Patio', 'Tipo de parqueadero propio', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona residencial']",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
"Lote o Casalote en Venta, Camilo torres",3284-M2848162,Camilo torres,$10.000.400.600,Más de 20 años,2000 m²,12950 m²,,"La propiedad es un lote esquinero, cuenta con tres frentes en vías urbanas, entre las cuales se encuentra la transversal 20. La topografía de la propiedad es típica del sector y es apta para un desarrollo residencial. La misma cuenta con servicios disponibles para su uso, tiene una topografía en términos generales plana y no se encuentra en zona de inundación.",3,,,"['Ancho 178 m', 'Fondo 136 m', 'Tipo de lote lote vacío', 'Area lote 12950 m²', 'Esquinero', 'Cerca colegios / universidades', 'Cerca transporte público', 'Sobre vía principal']","['Ancho 178 m', 'Fondo 136 m', 'Tipo de lote lote vacío', 'Area lote 12950 m²', 'Esquinero', 'Cerca colegios / universidades', 'Cerca transporte público', 'Sobre vía principal']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-11-22,duitama
