Name,ID,Barrio,lat,lon,tipo,Precio,Edad,Area Construida,Area Total,Parking/admin_value,Descripcion,Estrato,Habitaciones,Baños,Other Variable,list,Esquinero,Piso 0,Portería,Zona comercial,Patio,Tipo de piso en sala cerámica,Ascensor,Cerca centros comerciales,Número de local 0,Chimenea,Parqueadero visitantes,Vigilancia,Tipo de piso en comedor cerámica,Piso 5,Piso 2,Area lote 300 m²,Tipo de cortinas persianas,Jacuzzi,Cocina tipo americano,Closets 4,Ubicado en edificio,Cerca parques,Depósito o cuarto útil,Número de Ascensores 0,Tipo acabado de piso cerámica,Tipo acabado de piso laminado,Tipo de estufa gas,Cuarto de servicio,Sobre vía secundaria,Calefacción,Piso en baldosa,Tipo de piso en sala laminado,Piso en porcelanato,Cerca colegios / universidades,Tipo de comedor sala comedor,Tipo de cocina abierta,Vigilancia 24hrs,Tipo de lote lote vacío,Comedor auxiliar,Apto para niños,Closets 3,Zonas verdes,Piso 6,Tipo de local en centro comercial,Cerca supermercados,Zona residencial,Piso 3,Número de Ascensores 2,Sobre vía principal,Calentador gas,Número de líneas teléfonicas 0,Número de Ascensores 1,Baño auxiliar,Características del parqueadero descubierto,Zona de lavandería,Tipo de piso en estudio laminado,Tipo de parqueadero propio,Baños de servicio,Piso 4,Piso 1,Zona campestre,Vigilancia 0,Tipo acabado de piso baldosa,Número de local 1,Vivienda bifamiliar,Piso en madera,Salón comunal,Vista panorámica,Tipo de comedor comedor independiente,Equipado / amoblado,Características del parqueadero cubierto,Parqueadero cubierto,Cocina integral,Hall de alcobas,Tipo de casa tradicional,Estudio o biblioteca,Citófonos,Vista exterior,Con terraza,Zona de BBQ,Tipo de piso en alcobas laminado,Sauna / turco,Lote vacio,Alarma,Instalación de gas natural,Acceso para discapacitados,Cerca transporte público,Gimnasio,Jardín,Deposito 1,Zona para niños,Circuito cerrado de TV,Conjunto cerrado,Tipo de cocina paralela,Tipo de cocina lineal,Terraza/Balcón balcón,Deposito 0,Tipo de casa condominio,Piscina,date,city
"Local Comercial en Venta, GREEN HILLS",11295-M3624510,GREEN HILLS,,,local,$56.270.495,Entre 0 y 5 años,5 m²,5 m²,,"Espacio para punto de venta justo al lado de la plazoleta de comidas  con alto flujo de personas, en el centro empresarial participan diversos sectores como salud, alimentación, eventos sociales,  su cercanía autopistas  y avenidas principales lo hacen un punto atractivo y estratégico para la rentabilidad de un negocio.",3,,,"['Número de local 0', 'Piso 0', 'Tipo de local en centro comercial']","['Número de local 0', 'Piso 0', 'Tipo de local en centro comercial']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Unicentro",10159-M4378327,Unicentro,5.547044,-73.349235,apartamento,$290.000.000,Entre 0 y 5 años,52 m²,50 m²,$182.50 ,"Código 6646FR406 venta de espectacular apartamento en uno de los sectores de mayor valorización en Tunja, cerca al centro comercial Unicentro, Makro, boulevard, Universidad Santo Tomas, cuenta con un área total  de cincuenta y dos metros cuadrados distribuidos de la siguiente manera Sala-comedor con balcón, cocina integral, zona de lavandería, baño social, tres habitaciones, la principal con baño privado, terminados de alta calidad, depósito y parqueadero, el edificio cuenta con, portería, salón social, sauna, jacuzzi, GYM, parque infantil, zona BBQ, cancha múltiple, Lobby, salón de juegos, salón para cinema, senderos peatonales y parqueadero para visitantes.

¡Quieres obtener más información!!!  contáctanos para ayudarte a elegir el espacio que buscas…
",5,2,2,"['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Jacuzzi', 'Sauna / turco', 'Vigilancia', 'Zona de lavandería', 'Piso 8', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Jacuzzi', 'Sauna / turco', 'Vigilancia', 'Zona de lavandería', 'Piso 8', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Cancha(s) de basket', 'Cancha(s) de fútbol', 'Gimnasio', 'Salón comunal', 'Zona de BBQ', 'Cerca colegios / universidades', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,11/22/2023,tunja
"Casa en Venta, URBANIZACION EL BOSQUE",3312-M4645187,URBANIZACION EL BOSQUE,na,na,apartamento,$420.000.000,Entre 5 y 10 años,250 m²,286 m²,$420.000.000,"CONTACTAR A MARGARITA PUERTA, CM, Casa Urbanizacion El Bosque, Tunja,   286 metros, 4 alcobas, tres baños, sala comedor independientes, cocina abierta en isla, hall de alcobas, zona lavanderia, 2 garajes cubiertos, jardin inteior, .",3,4,3,"['Estudio o biblioteca', 'Parqueadero cubierto', 'Zona de lavandería', 'Closets 4', 'Tipo de casa tradicional', 'Tipo de cocina isla', 'Tipo de comedor comedor independiente', 'Deposito 1', 'Tipo de estufa electrica', 'Tipo acabado de piso porcelanato', 'Tipo de piso en alcobas porcelanato', 'Tipo de piso en comedor porcelanato', 'Tipo de piso en estudio porcelanato', 'Tipo de piso en sala porcelanato', 'Vista exterior', 'Area lote 286 m²', 'Area Terraza/Balcón 3 m²', 'Circuito cerrado de TV', 'Esquinero', 'Terraza/Balcón balcón', 'Sobre vía secundaria']","['Estudio o biblioteca', 'Parqueadero cubierto', 'Zona de lavandería', 'Closets 4', 'Tipo de casa tradicional', 'Tipo de cocina isla', 'Tipo de comedor comedor independiente', 'Deposito 1', 'Tipo de estufa electrica', 'Tipo acabado de piso porcelanato', 'Tipo de piso en alcobas porcelanato', 'Tipo de piso en comedor porcelanato', 'Tipo de piso en estudio porcelanato', 'Tipo de piso en sala porcelanato', 'Vista exterior', 'Area lote 286 m²', 'Area Terraza/Balcón 3 m²', 'Circuito cerrado de TV', 'Esquinero', 'Terraza/Balcón balcón', 'Sobre vía secundaria']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11/22/2023,tunja
"Casa en Venta, PUENTE HAMACA",11295-M3572887,PUENTE HAMACA,5.530194,-73.327229,apartamento,$850.000.000,Entre 5 y 10 años,280 m²,5380 m²,4,"Pertenece al municipio de Soracá ubicada  a pocos metros del campo de golf Potrerillo en un lugar de alto desarrollo cerca al Nuevo Terminal de Tunja y a la 10 minutos de la Casa del Gobernador, con un área de 5380 metros y 280 metros construidos. Cuenta con: 5 habitaciones con baño y closets de pared a pared, (la habitación principal con Vestier) 6 baños en total. Patio de ropas Cocina integral con mesón de mármol. Alacena interna Depósito interno Sala comedor Sala auxiliar de tv Garaje con capacidad para 10 vehículos Puerta eléctrica Ventanales de seguridad (todos equipados con blackout o persiana de panel) Nacimiento propio de agua y tanque de reserva. Cuenta con una excelente vista.",3,5,5,"['Zona de lavandería', 'Tipo de casa condominio']","['Zona de lavandería', 'Tipo de casa condominio']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11/22/2023,tunja
"Casa en Venta, NORTE",11295-M3470246,NORTE,na,na,apartamento,$160.000.000,Entre 5 y 10 años,55 m²,55 m²,,"Casa al norte de Tunja a 2 minutos consta en el primer piso sala comedor y baño y el segundo piso una habitación, cocina y baño. Amplias zonas verdes, zona social, lago, bosque interno y canchas deportivas en construcción.",4,1,1,"['Zona de lavandería', 'Tipo de casa tradicional', 'Deposito 1', 'Area lote 55 m²', 'Conjunto cerrado']","['Zona de lavandería', 'Tipo de casa tradicional', 'Deposito 1', 'Area lote 55 m²', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, VENTA DE LOCAL UBICADO EN EL SECTOR AV UNIVERSITARIA EN TUNJA BOYACA",11295-M3409992,VENTA DE LOCAL UBICADO EN EL SECTOR AV UNIVERSITARIA EN TUNJA BOYACA,,,local,$1.306.540.124,Entre 0 y 5 años,522 m²,522 m²,,"Local comercial ubicado en C.C Green Hills con un área de  522,39 mts2 en obra gris para libre remodelación del comprador adecuado especialmente para oficinas, cuenta con 6 cubículos, un espacio para bodega , 2 baños independientes y una terraza amplia.",4,,,"['Número de local 00', 'Piso 00', 'Tipo de local en centro comercial']","['Número de local 00', 'Piso 00', 'Tipo de local en centro comercial']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, Unicentro",10159-M4538291,Unicentro,5.547044,-73.349235,apartamento,$410.000.000,Entre 5 y 10 años,93.38 m²,90 m²,$250.00 ,"Código 6892FR040 Excelente oportunidad de adquirir apartamento al norte de la ciudad de Tunja, cerca del campus de la Universidad de Boyacá, Green Hills, Colegio San Viator, cuenta con buen transporte público y está ubicado en una zona de alta valorización, este consta de tres habitaciones con closet, habitación principal con baño privado y vestier, baño social, sala- comedor con chimenea, cocina integral, zona de lavandería, calentador, citó fono, pisos en madera laminada, deposito doble, parqueadero, el edificio cuenta con GYM, Salón Social, , parque infantil, sala de recepción, Portería, Vigilancia las 24 horas y ascensor. Se entrega encortinado con panel japonés en la sala y blackout, en las habitaciones.

quieres obtener más información, contáctanos para ayudarte a elegir el espacio que buscas…
",5,3,2,"['Baño auxiliar', 'Calefacción', 'Chimenea', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 12', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Gimnasio', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona comercial', 'Zona residencial']","['Baño auxiliar', 'Calefacción', 'Chimenea', 'Citófonos', 'Cocina integral', 'Comedor auxiliar', 'Hall de alcobas', 'Vigilancia', 'Zona de lavandería', 'Piso 12', 'Deposito 1', 'Tipo acabado de piso cerámica', 'Ascensor', 'Baños de servicio', 'Circuito cerrado de TV', 'Parqueadero visitantes', 'Vista panorámica', 'Conjunto cerrado', 'Portería', 'Terraza/Balcón balcón', 'Gimnasio', 'Salón comunal', 'Zonas verdes', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca transporte público', 'Sobre vía principal', 'Zona comercial', 'Zona residencial']",0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,11/22/2023,tunja
"Lote o Casalote en Venta, 20 de Julio",16123-M4448164,20 de Julio,,,lote,$640.000.000,Más de 20 años,0 m²,1058 m²,,"LOTE INTEGRADO POR DOS LOTES QUE CORRESPONDE A: UNO CON 429 M2 
Y EL SEGUNDO LOTE CON 629 M2. LOTE EN CÉSPED, URBANO.",2,,,"['Tipo de lote lote vacío', 'Area lote 1058 m²', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']","['Tipo de lote lote vacío', 'Area lote 1058 m²', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía secundaria']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Edificio de Apartamentos en Venta, Maldonado",10151-M4169951,Maldonado,5.541316,-73.358413,apartamento,$2.700.000.000,Entre 5 y 10 años,440 m²,440 m²,3,"815-3367 D.C COLOMBIA S.A.S Vende edificio de 3 pisos. Primer piso ingreso por calle, local comercial, chimenea, ventilador, 2 baños, espacio para bodega o cocina, otra bodega con entrada independiente, cuarto de aseo y garaje. Segundo piso, area de tres oficinas, una bodega y un baño privado, salon de dos unidades de baño hombre y mujer. Tercer piso con espejo de agua, salon, baños hombre y mujer, espacio para oficinas, bodega o sala de juntas.",3,,,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Finca en Venta, Vereda Florencia",10278-M4033414,Vereda Florencia,,,local,$750.000.000,Entre 0 y 5 años,220 m²,3350 m²,2,"Finca para inversión agropecuaria o turística, cuenta con galpón para 1500 gallinas, actualmente tiene 500 produciendo huevos. la casa esta proyectada para hostal o lugar de descanso. esta amoblada, tiene salon para eventos con capacidad para 200 personas aprox.
tiene una casa en el árbol. tres tanques de reserva con hidro Flow, zona húmeda, dos bodegas. amplias zonas verdes.
",1,3,3,"['Chimenea', 'Tiempo para arriendo meses', 'Area lote 3350 m²', 'Baños de servicio', 'Jardín', 'Zona de BBQ', 'Área rural', 'Zona campestre']","['Chimenea', 'Tiempo para arriendo meses', 'Area lote 3350 m²', 'Baños de servicio', 'Jardín', 'Zona de BBQ', 'Área rural', 'Zona campestre']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Apartamento en Venta, San Francisco",MC4657909,San Francisco,5.508445,-73.369309,apartamento,$169.000.000,Entre 0 y 5 años,61 m²,61 m²,1,"Apartamento Para Estrenar En Oikos Monteverde Tunja - Vendo-permuto.  3 habitaciones, 2 baños, sala comedor, cocina abierta americana, zona de ropas, totalmente terminado, piso laminado. En conjunto cerrado con club social con piscina climatizada. Asensor, queda en un quinto piso.",2,3,2,"['Características del parqueadero descubierto', 'Cocina tipo americano', 'Cocina integral', 'Piso en madera', 'Piso en porcelanato', 'Vigilancia', 'Zona de lavandería', 'Piso 5', 'Tipo de parqueadero comunal', 'Ascensor', 'Baños de servicio', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Piscina', 'Conjunto cerrado', 'Portería', 'Cancha(s) de fútbol', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']","['Características del parqueadero descubierto', 'Cocina tipo americano', 'Cocina integral', 'Piso en madera', 'Piso en porcelanato', 'Vigilancia', 'Zona de lavandería', 'Piso 5', 'Tipo de parqueadero comunal', 'Ascensor', 'Baños de servicio', 'Depósito o cuarto útil', 'Parqueadero visitantes', 'Piscina', 'Conjunto cerrado', 'Portería', 'Cancha(s) de fútbol', 'Salón comunal', 'Zona para niños', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca parques', 'Cerca supermercados', 'Cerca transporte público', 'Zona comercial', 'Zona residencial']",0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,11/22/2023,tunja
"Local Comercial en Venta, Nuevo colon",3561-M3112577,nuevo colon,,,local,$300.000.000,Entre 10 y 20 años,64 m²,64 m²,$10.00 ,"HERMOSO LOCAL COMERCIAL, TIENE 2 PUNTOS DE GAS , BODEGA , 2 BAÑOS, PISO ENCHAPADO, LUZ NATURAL EXELENTE UBICACION COMERCIAL, CUANTA CON SU PROPIA BAHIA DE PARQUEO.",3,,,"['Número de líneas teléfonicas 0', 'Número de local 1', 'Piso 1', 'Tipo de local afueras centro comercial', 'Vista exterior', 'Número de Ascensores 0']","['Número de líneas teléfonicas 0', 'Número de local 1', 'Piso 1', 'Tipo de local afueras centro comercial', 'Vista exterior', 'Número de Ascensores 0']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Lote o Casalote en Venta, Tunja",2328-M3165720,Tunja,,,lote,$37.728.600.000,Entre 10 y 20 años,26949 m²,26949 m²,,"Financio amplio lote en Tunja, con buenas vías de acceso vehicular que ayudan al desarrollo del lote junto con las características del terreno, en cuanto al área, dimensiones (irregulares) los lotes urbanizables en general de topografía plana con buen drenaje con los elementos de infraestructura llámase redes internas, acueducto y alcantarillado, ofrecen ventajas para su comercialización. En corto y mediano plazo este lote gozará de una plusvalía por cuanto se desarrolla el proyecto elite, dotacional en salud y educación, comercial y de servicios que consolidará tanto el comercio del sector como la parte de servicios para el estrato 5 en la capital Boyacense. Contacto Lena Londoño 
",4,,,"['Tipo de lote lote vacío', 'Area lote 26949 m²', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca parques', 'Sobre vía secundaria']","['Tipo de lote lote vacío', 'Area lote 26949 m²', 'Zonas verdes', 'Cerca centros comerciales', 'Cerca parques', 'Sobre vía secundaria']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, Centro",12373-M4679155,Centro,,,local,$120.000.000,Entre 0 y 5 años,29 m²,27 m²,$300.00 ,"Descubre el lugar donde tu negocio puede alcanzar nuevas alturas: los locales comerciales en el Centro Comercial Paseo de la Salamandra, un epicentro de actividad, estilo y oportunidades en el vibrante centro de Tunja.

¿ Ubicación Privilegiada: Situados a una cuadra y media del núcleo de la ciudad, estos locales te ofrecen una visibilidad y accesibilidad sin precedentes. Imagina tu negocio en un lugar donde cada día es un flujo constante de potenciales clientes, un verdadero cruce de caminos para todo aquel que busca lo mejor en la ciudad.

¿ Elegancia Colonial, Confort Moderno: Este centro comercial, una joya de la arquitectura que combina lo mejor de dos mundos, ofrece un ambiente cautivador tanto para clientes como para propietarios. Con su diseño único, cada día aquí es una experiencia memorable.

¿ El Punto de Encuentro Perfecto: Con su constante afluencia de visitantes y su atmósfera acogedora, tu negocio se beneficiará de estar en el lugar donde todos quieren estar. Desde co",Comercial,,,"['Número de líneas teléfonicas 0', 'Número de local 209', 'Piso 2', 'Tipo de local en centro comercial', 'Tipo acabado de piso cerámica', 'Vista interior', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Número de Ascensores 1', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal', 'Sobre vía secundaria']","['Número de líneas teléfonicas 0', 'Número de local 209', 'Piso 2', 'Tipo de local en centro comercial', 'Tipo acabado de piso cerámica', 'Vista interior', 'Ascensor', 'Acceso para discapacitados', 'Circuito cerrado de TV', 'Número de Ascensores 1', 'Cerca centros comerciales', 'Cerca colegios / universidades', 'Cerca supermercados', 'Cerca transporte público', 'Sobre vía principal', 'Sobre vía secundaria']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,11/22/2023,tunja
Casa en Venta,11295-M3308508,,na,na,apartamento,$750.000.000,Entre 5 y 10 años,435 m²,720 m²,$220.00 ,"Sensacional casa en zona campestre  de 4  pisos con una área construida de 435 mts2 en un terreno total de 720 mts2 cuenta con 6 habitaciones con closets, 6 baños, cuarto estudio, chimenea, cocina integral tipo americano. Jacuzzi en la habitación principal, zona de lavandería La sala es amplia  y espacio de comedor independiente y garaje con puerta eléctrica.",4,5,5,"['Zona de lavandería', 'Tipo de casa townhouse', 'Conjunto cerrado']","['Zona de lavandería', 'Tipo de casa townhouse', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11/22/2023,tunja
"Local Comercial en Venta, Tunja",848-1425,Tunja,,,local,$2.916.627.171,Entre 10 y 20 años,319.99 m²,319.99 m²,$4.264.533,"815-1425 D.C Colombia S.A.S vende local comercial ubicado en el Centro comercial Unicentro Tunja, identificado con el numero 01-011. El inmueble que cuenta con 319.99 m2 cuenta con una amplia zona interior, 2 cubiculos,1 sala de juntas, zona social o cafeteria, 2 baños, 1 zona de lockers, 1 cubiculo para caja,2 puertas de acceso la primera de caracter comercial y la segunda correspondiente a la zona de carga, ademas cuenta con aire acondicionado. El inmueble al interior del centro comercial se localiza en el ala sur, facil ubicacion y visualizacion. ",4,,2,"['Vigilancia', 'Tipo acabado de piso baldosa', 'Vigilancia 24hrs']","['Vigilancia', 'Tipo acabado de piso baldosa', 'Vigilancia 24hrs']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
"Casa en Venta, MIRADOR EL LAGO",11295-M3359954,MIRADOR EL LAGO,5.595577,-73.324162,apartamento,$800.000.000,Entre 10 y 20 años,720 m²,720 m²,$220.00 ,"Sensacional casa en zona campestre de 4 pisos con una área construida de 432 mts2 en un terreno total de 720 mts2 cuenta con 6 habitaciones con closets, 6 baños, cuarto estudio, chimenea, cocina integral tipo americano. Jacuzzi en la habitación principal, zona de lavandería. La sala es amplia y espacio de comedor independiente y garaje con puerta eléctrica.",4,5,5,"['Zona de lavandería', 'Tipo de casa condominio', 'Deposito 1', 'Area lote 720 m²', 'Conjunto cerrado']","['Zona de lavandería', 'Tipo de casa condominio', 'Deposito 1', 'Area lote 720 m²', 'Conjunto cerrado']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11/22/2023,tunja
"Local Comercial en Venta, AVENIDA UNIVERSITARIA",11295-M3254528,AVENIDA UNIVERSITARIA,,,local,$1.190.231.092,Entre 5 y 10 años,617 m²,617 m²,,"Local comercial en C.C Green Hills localizado en el BLOQUE 3C PISO 2 local 12C con una área de 552,39M2 con gran vista a la ciudad de Tunja, cerca de la Uniboyacá sobre la calzada Bogotá-Tunja sentido norte -sur",4,,,"['Número de local 3', 'Piso 2', 'Tipo de local en centro comercial']","['Número de local 3', 'Piso 2', 'Tipo de local en centro comercial']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2023,tunja
